b26f8bf712778d827a9fb693dec632b3e371b70ad51708a5c6ba4b4e04924442,1,41e86d7d9006d23813a85a49c681377a0459f43ee8506836605d0411cd473b9c,3fdc3be799f98475b79348e1a85ae39587c12d9704090d11b1c7922266d92d8e
9d600d7f7934108dffd2850132233c118a514b47ce18eb88a444cb2eb54cabde,1,57b23ed5ca12c88f4d1eed8d2e7d2f3b635e734e9667a8a37b068ae90c3101f7,d97067b63f9374f9c2836506753338976bd0063780e79ab0cdf5e627f2685bda
0a2d2b6a2e22d0f9726458b88c0f99d9ed393b569ab058e2b7c008d4d8f6abc3,1,7efe22b6287399bd9f33e2bf12c1748764027f84e8b7ca7668bca5127c89276e,45b7d57f5438fe3d0c5884a61064d5079211f5abd782e919a0449eb00286497d
756d32cd2e6ef20e1e0d29d95c7439976407ddb81ba26d5366db925ba044937e,1,cdacbc22e8c6db8c009c39540547f234388c47a950977ac865f8559ea22db01a,a3264e1b6ff1b40443d71c4561338f114dbe9c79dfda986f5a086cf4a4aab4b3
04b754442d0d661be706d84ad38d40694a8cc054fb99b6e667ad1a17d6193986,1,f9113d26d11eb0c7633f9eabb1a8269fcd83b50563129d9728e4cc98143eb998,e2ee8d042b73b6b9fcfbd302d84f2338683475bd27ceb849ffa9f1c4cb923afb
d6f5327bce9c32053c51164a6a7e9a18f55fe07cb538a10538f43699f2c2613b,1,ce5498b0c281a3652ec1d7dad9b64d977a9824edfcd02fdf98573af73cc1bf53,654d9f62d494c3f567ee006e3c4b5eb865d351585f9487c34bded887e24fc850
38e4c33ab44bc2e8e00c43c15a97abcfe8d650c9ab04fb26f005fc258970cfa3,1,ace652f900ccebce34a694e380c85ed06d9df00d79a5b372e2ce1f9dd337cce5,f329f6a3cd7d7e659e47ada3d8e07db204703381b30a530ca88ab8ae1821f5cd
85b4ed5680258bc19837383f85bd704cf1d5e15488ea5df3699d1bad941e45de,1,447c44e0466ad47f58131ef4f7bf72d43f745475fb1bdd11c38a359bfbda70d7,ae4166fc78a93361d6b75674c2ed8b875a6aa2c7abd0ad9f1fb6002d0643e262
a30737a17bc063642514d08f6becc4799af2c127f0d0724d48a29eb4c5483aa6,1,7803bcc1e4805485e708e9a7528890aa0cce133cd97357fb126b32f8cbe22fc5,a0e8f3a02891bef12324a32a6f72bc89932a55df354c396006e97e9207963b42
8835dcb0733bed496b5160666fd42c9682c6bd47dc99086d67739c0045746994,1,a40aa15f2b2f55031de39be1a15b96b949b4a9484a15c77bfd01610a630ecc6d,bd9d22969855611a0140b0aa2dc1d3e49d757ccc9eb975f66a8ec0a8931ee7fc
199fe9341f8882ed04171423cca05ef5a5561b54c24e16a3c8a18a8accf8792f,1,69c24a6eb60969697a01c13e5ce3b813c91874328262c8eda4ca3d3a72b1612e,de3227214bd61ba8c81e32a75c001f60bfa71ab9b0196af6361495c3433f79a6
ca9781d5d879b7f475e31f1afef22c9e75d5750ce9a93d4854ea6e706388d11f,1,819235ed8197c96f72cfbbab0e79fc52c418476a97cc093ead1e77d2df6811e3,2286af810c2e0a4c6d30d263adb0c7a6696ea859a1b58915c43af41d4c98e7dc
da09ac180deba9a94819be29e7cd7ac3147a2c24a6ce0b62d3739edcf55cf7e8,1,ebb418e07e253baab0281b7116606fe99e06c205ea97b3590c015257e3f055fa,62a99aa0ae99c20e865912347f5972ece0b648e62568785dc8188fbaa19903f0
e8f9e6b434d881eba08f30e4c546d114377f8431e6039ff486d176bd89e7245f,1,73aab72101bad27842846c45c792b110c0dbf4f1d2bffbe5a1e5a92d4d485572,b906ea8a1f6b9929b8281b14cf02427e8195c7744f02faceca3253bd242a39a9
628af2c0959f9dbe2d7d5340a62e864979775fcfb08964f391d7352e29ae6f73,1,c08f8e2e35e4d4505b0f15374ca09579500440da2d3f01f1d13e97fb8ef130ee,5cf4083a36717ee7129eb6ce829129c7a97e0c5659185cabf4ca391f2a708715
6a1b94fcfe599d01d0ef7e60b73348b223382b42a24e6f0944dfead42ed7ebde,1,e636d8803f54f363fbf5cffbadf9307979fa2f685331208169d3f6bc0fbb683c,dcab60ea8b981cb56615f92e1747eeffa17c8967527af37a08b178d035411dc6
9a055ff2b26c771885d28ad13f3af80df6460c4815c3f6541e723c148206e2ff,1,84f4cb7116c7b9cce28b926fdff1627970fc26da5a11df1d5bcd6b147901b558,15630ad4bbe80b969d4e6842d6802927eeebea7b7582c403e6099eef14476b00
cd7a218c95ad023dca0b49751ada492a34d942a2c7daea92b7558db893df5c62,1,236747c2f62a85217016ad66d71ce2e7ef75e12bf091aeaa24aa5f83a7fd5bf7,870f48f6edac4151a61f545910263a4c1a208ea743db4387a03a526e54ef90d6
ce949fbd93bfceedcff2fd93c1e0a8ccd687d223bddb99501fcfec47d6140d24,1,9db6dcab97c7b032dae732c965d36331f14ccee2f2abfbff69384f71e9550b7c,fc23712b297e898d785934fd7fc9fdfad7f122d6a78f3a06c6f5ac6cd2ff0a41
bbbe835be31ab1aff6ee3e59b702828efe696949c10707b12cc499911a593460,1,3effc7d54d53e59c5ed34211484ae0adc6582321cf1f31627f3a9b9618e67418,dfc68fce7544e75591a7d6870d50e67bb87ea4e9bcc7a336018ea2465d3ee802
b758b3e3e9407ae855fe411bb2474d05082b46f8b9ab4c4b3dfe48c025dd085e,1,5b3529f585cbabc7e320d2e18903a1265c60cc646b0bd0f5bdcb1ade433d5e53,cccefb60a3c621d0029b15f68008f507df124b9dc1d6491f641af8d636cde32b
46dabb88f9ac5e4923d1c48048096afbbc959979d8f2b5097abc1b871a93e8c8,1,a03fc3c6a5f436d316f6f54369150472e908dcb90b82058a9b72b509e7e511fa,829dc547447cfd3508178fdb4af265363e2c5580dc6e41ed0da5b905039032d8
7cca4d65c96351eefdf3dc004f4656a2e464d4de71908faa328a7e939b2df145,1,f1d8a95fff46af139b56426849004c365a7c093bd263302c749d274af75daf95,3f37167025be25e31693d83d24af3ad99a49abfda64fe3feff699ca344154dfb
6271752bbb79439afc7a1bd9c8b3583be06a7d27c724db1194abc23e13896249,1,a2ea675c326e2f4489c8e27bd6989a9601a921ba1e63f0907c2099fc851acafd,527b1db9dcd3319bc271b85226dd2d67c567764631ee744d2c4cc832b6a7a184
558787b575ebff1a7042cbbdb1993dfd5ccc4fd4fcac220b7ec4ab9c52b1c55f,1,d21d1c54d6350e99cd8b9b37f914fa9a908b3f4ed7ab77bc2651cd88d1732810,b4522d902a3fb434658a7594022f38b13a6836d9a9ede73d76f6bdcb01591380
198f15569dd83b2e5e22abe1cbcd48b4b95988a40f646423f8359a173ba3b12c,1,5fea2d11c0bfa3fcc74473448500c79e8a8f4cf2b71e6d7982cdcff2094a2224,5619386e8ac3e61b220323c1c9534af4a91b7d8e4467a11007cc32f0524c4733
